Date,Close
2/16/2018 16:00:00,201.56
2/20/2018 16:00:00,202.98
2/21/2018 16:00:00,202.09
2/22/2018 16:00:00,202.61
2/23/2018 16:00:00,209.74
2/26/2018 16:00:00,212.15
2/27/2018 16:00:00,208.82
2/28/2018 16:00:00,209.13
3/1/2018 16:00:00,206.03
3/2/2018 16:00:00,209.79
3/5/2018 16:00:00,211.16
3/6/2018 16:00:00,212.01
3/7/2018 16:00:00,216.86
3/8/2018 16:00:00,216.4
3/9/2018 16:00:00,221.11
3/12/2018 16:00:00,220.94
3/13/2018 16:00:00,219.76
3/14/2018 16:00:00,218.44
3/15/2018 16:00:00,218.87
3/16/2018 16:00:00,225.55
3/19/2018 16:00:00,222.18
3/20/2018 16:00:00,229.75
3/21/2018 16:00:00,226.85
3/22/2018 16:00:00,220.52
3/23/2018 16:00:00,215.02
3/26/2018 16:00:00,228.91
3/27/2018 16:00:00,213.8
3/28/2018 16:00:00,212.54
3/29/2018 16:00:00,216.08
4/2/2018 16:00:00,212.28
4/3/2018 16:00:00,215.93
4/4/2018 16:00:00,225.05
4/5/2018 16:00:00,223.54
4/6/2018 16:00:00,218.61
4/9/2018 16:00:00,219.17
4/10/2018 16:00:00,224.53
4/11/2018 16:00:00,223.63
4/12/2018 16:00:00,226.96
4/13/2018 16:00:00,224.06
4/16/2018 16:00:00,226.52
4/17/2018 16:00:00,231.16
4/18/2018 16:00:00,231.1
4/19/2018 16:00:00,227.62
4/20/2018 16:00:00,225.24
4/23/2018 16:00:00,225.3
4/24/2018 16:00:00,217.89
4/25/2018 16:00:00,217.32
4/26/2018 16:00:00,221.91
4/27/2018 16:00:00,221.9
4/30/2018 16:00:00,221.6
5/1/2018 16:00:00,224.08
5/2/2018 16:00:00,221.1
5/3/2018 16:00:00,226.05
5/4/2018 16:00:00,228.51
5/7/2018 16:00:00,230.99
5/8/2018 16:00:00,234.56
5/9/2018 16:00:00,239.74
5/10/2018 16:00:00,241.15
5/11/2018 16:00:00,241.88
5/14/2018 16:00:00,238.37
5/15/2018 16:00:00,236.6
5/16/2018 16:00:00,237.39
5/17/2018 16:00:00,236.85
5/18/2018 16:00:00,238.09
5/21/2018 16:00:00,238.1
5/22/2018 16:00:00,238.79
5/23/2018 16:00:00,243.91
5/24/2018 16:00:00,245.15
5/25/2018 16:00:00,243.56
5/29/2018 16:00:00,242.19
5/30/2018 16:00:00,247.4
5/31/2018 16:00:00,249.28
6/1/2018 16:00:00,251.31
6/4/2018 16:00:00,253.34
6/5/2018 16:00:00,252.7
6/6/2018 16:00:00,253.95
6/7/2018 16:00:00,247.51
6/8/2018 16:00:00,251.21
6/11/2018 16:00:00,251
6/12/2018 16:00:00,252.59
6/13/2018 16:00:00,256.13
6/14/2018 16:00:00,258.1
6/15/2018 16:00:00,251.82
6/18/2018 16:00:00,255.69
6/19/2018 16:00:00,251.74
6/20/2018 16:00:00,251.24
6/21/2018 16:00:00,248.83
6/22/2018 16:00:00,243.63
6/25/2018 16:00:00,239.68
6/26/2018 16:00:00,242.25
6/27/2018 16:00:00,237.68
6/28/2018 16:00:00,239.81
6/29/2018 16:00:00,243.81
7/2/2018 16:00:00,243.26
7/3/2018 13:00:00,242.01
7/5/2018 16:00:00,244.18
7/6/2018 16:00:00,248.19
7/9/2018 16:00:00,249.77
7/10/2018 16:00:00,248.63
7/11/2018 16:00:00,248.12
7/12/2018 16:00:00,254.87
7/13/2018 16:00:00,258.59
7/16/2018 16:00:00,254.68
7/17/2018 16:00:00,258.31
7/18/2018 16:00:00,259.78
7/19/2018 16:00:00,257.68
7/20/2018 16:00:00,257.54
7/23/2018 16:00:00,259.47
7/24/2018 16:00:00,257.49
7/25/2018 16:00:00,263.17
7/26/2018 16:00:00,263.17
7/27/2018 16:00:00,254.81
7/30/2018 16:00:00,254.81
7/31/2018 16:00:00,244.68
8/1/2018 16:00:00,248.01
8/2/2018 16:00:00,252.22
8/3/2018 16:00:00,253.28
8/6/2018 16:00:00,254.11
8/7/2018 16:00:00,253.39
8/8/2018 16:00:00,253.83
8/9/2018 16:00:00,253.8
8/10/2018 16:00:00,253.7
8/13/2018 16:00:00,253.54
8/14/2018 16:00:00,256.05
8/15/2018 16:00:00,250.52
8/16/2018 16:00:00,248.89
8/17/2018 16:00:00,245.7
8/20/2018 16:00:00,249.76
8/21/2018 16:00:00,251.5
8/22/2018 16:00:00,255.54
8/23/2018 16:00:00,257
8/24/2018 16:00:00,261.51
8/27/2018 16:00:00,262.4
8/28/2018 16:00:00,263.04
8/29/2018 16:00:00,268.36
8/30/2018 16:00:00,266.43
8/31/2018 16:00:00,263.51
9/4/2018 16:00:00,266.68
9/5/2018 16:00:00,256.14
9/6/2018 16:00:00,259.75
9/7/2018 16:00:00,260.87
9/10/2018 16:00:00,265.37
9/11/2018 16:00:00,267
9/12/2018 16:00:00,267.79
9/13/2018 16:00:00,268.52
9/14/2018 16:00:00,274.69
9/17/2018 16:00:00,268.25
9/18/2018 16:00:00,270.79
9/19/2018 16:00:00,264.88
9/20/2018 16:00:00,266.34
9/21/2018 16:00:00,260.88
9/24/2018 16:00:00,264.09
9/25/2018 16:00:00,267.84
9/26/2018 16:00:00,268.47
9/27/2018 16:00:00,269.91
9/28/2018 16:00:00,269.95
10/1/2018 16:00:00,275.49
10/2/2018 16:00:00,272
10/3/2018 16:00:00,270.51
10/4/2018 16:00:00,263.71
10/5/2018 16:00:00,263.22
10/8/2018 16:00:00,254.69
10/9/2018 16:00:00,254.16
10/10/2018 16:00:00,237.91
10/11/2018 16:00:00,238.59
10/12/2018 16:00:00,248.87
10/15/2018 16:00:00,238.01
10/16/2018 16:00:00,260.67
10/17/2018 16:00:00,258.91
10/18/2018 16:00:00,250.35
10/19/2018 16:00:00,245.03
10/22/2018 16:00:00,251.06
10/23/2018 16:00:00,251.76
10/24/2018 16:00:00,238.44
10/25/2018 16:00:00,252.92
10/26/2018 16:00:00,245.8
10/29/2018 16:00:00,239.75
10/30/2018 16:00:00,238.41
10/31/2018 16:00:00,245.76
11/1/2018 16:00:00,245.28
11/2/2018 16:00:00,239.64
11/5/2018 16:00:00,239.89
11/6/2018 16:00:00,240.56
11/7/2018 16:00:00,253.43
11/8/2018 16:00:00,249.96
11/9/2018 16:00:00,244.84
11/12/2018 16:00:00,236.67
11/13/2018 16:00:00,238.74
11/14/2018 16:00:00,235.22
11/15/2018 16:00:00,239.95
11/16/2018 16:00:00,238.89
11/19/2018 16:00:00,219.69
11/20/2018 16:00:00,219.73
11/21/2018 16:00:00,225.98
11/23/2018 13:00:00,225.56
11/26/2018 16:00:00,231.96
11/27/2018 16:00:00,232.25
11/28/2018 16:00:00,249.21
11/29/2018 16:00:00,249.09
11/30/2018 16:00:00,250.89
12/3/2018 16:00:00,255.26
12/4/2018 16:00:00,245.82
12/6/2018 16:00:00,250.63
12/7/2018 16:00:00,238
12/10/2018 16:00:00,244.09
12/11/2018 16:00:00,245.34
12/12/2018 16:00:00,245.55
12/13/2018 16:00:00,248.08
12/14/2018 16:00:00,230
12/17/2018 16:00:00,221.38
12/18/2018 16:00:00,226.18
12/19/2018 16:00:00,224.65
12/20/2018 16:00:00,218.65
12/21/2018 16:00:00,208.8
12/24/2018 13:00:00,205.16
12/26/2018 16:00:00,222.95
12/27/2018 16:00:00,225.14
12/28/2018 16:00:00,223.13
12/31/2018 16:00:00,226.24
1/2/2019 16:00:00,224.57
1/3/2019 16:00:00,215.7
1/4/2019 16:00:00,226.19
1/7/2019 16:00:00,229.26
1/8/2019 16:00:00,232.68
1/9/2019 16:00:00,235.43
1/10/2019 16:00:00,237.77
1/11/2019 16:00:00,237.55
1/14/2019 16:00:00,234.56
1/15/2019 16:00:00,242.36
1/16/2019 16:00:00,241.95
1/17/2019 16:00:00,244.4
1/18/2019 16:00:00,247.51
1/22/2019 16:00:00,243.85
1/23/2019 16:00:00,245.14
1/24/2019 16:00:00,242.56
1/25/2019 16:00:00,244.95
1/28/2019 16:00:00,241.85
1/29/2019 16:00:00,238.27
1/30/2019 16:00:00,242.67
1/31/2019 16:00:00,247.82
2/1/2019 16:00:00,247.38
2/4/2019 16:00:00,254.74
2/5/2019 16:00:00,254.82
2/6/2019 16:00:00,254.35
2/7/2019 16:00:00,253.74
2/8/2019 16:00:00,257
2/11/2019 16:00:00,258.39
2/12/2019 16:00:00,261.37
2/13/2019 16:00:00,260.23
2/14/2019 16:00:00,260.14
2/15/2019 16:00:00,259.45
2/19/2019 16:00:00,257.81
2/20/2019 16:00:00,258.1
2/21/2019 16:00:00,257.76
2/22/2019 16:00:00,258.9
2/25/2019 16:00:00,258.62
2/26/2019 16:00:00,261.22
2/27/2019 16:00:00,262.9
2/28/2019 16:00:00,262.5
3/1/2019 16:00:00,264.01
3/4/2019 16:00:00,258.16
3/5/2019 16:00:00,257.38
3/6/2019 16:00:00,256.4
3/7/2019 16:00:00,255.46
3/8/2019 16:00:00,254.74
3/11/2019 16:00:00,260.96
3/12/2019 16:00:00,263.51
3/13/2019 16:00:00,264.38
3/14/2019 16:00:00,267.69
3/15/2019 16:00:00,257.09
3/18/2019 16:00:00,257.76
3/19/2019 16:00:00,260.42
3/20/2019 16:00:00,259.74
3/21/2019 16:00:00,264.18
3/22/2019 16:00:00,259.69
3/25/2019 16:00:00,262.27
3/26/2019 16:00:00,265.59
3/27/2019 16:00:00,262.34
3/28/2019 16:00:00,263.53
3/29/2019 16:00:00,266.49
4/1/2019 16:00:00,272.17
4/2/2019 16:00:00,271.35
4/3/2019 16:00:00,271.5
4/4/2019 16:00:00,267.89
4/5/2019 16:00:00,267.45
4/8/2019 16:00:00,268.81
4/9/2019 16:00:00,268.99
4/10/2019 16:00:00,271.58
4/11/2019 16:00:00,271.9
4/12/2019 16:00:00,271.86
4/15/2019 16:00:00,272.22
4/16/2019 16:00:00,271.43
4/17/2019 16:00:00,269.45
4/18/2019 16:00:00,270.57
