Date,Close
4/24/2017 16:00:00,13.13
4/25/2017 16:00:00,13.49
4/26/2017 16:00:00,13.41
4/27/2017 16:00:00,13.62
4/28/2017 16:00:00,13.3
5/1/2017 16:00:00,13.62
5/2/2017 16:00:00,10.32
5/3/2017 16:00:00,10.39
5/4/2017 16:00:00,10.1
5/5/2017 16:00:00,10.19
5/8/2017 16:00:00,10.04
5/9/2017 16:00:00,10.18
5/10/2017 16:00:00,10.79
5/11/2017 16:00:00,11.07
5/12/2017 16:00:00,11.26
5/15/2017 16:00:00,11.42
5/16/2017 16:00:00,12.75
5/17/2017 16:00:00,11.2
5/18/2017 16:00:00,11.28
5/19/2017 16:00:00,11.41
5/22/2017 16:00:00,11.04
5/23/2017 16:00:00,10.89
5/24/2017 16:00:00,10.89
5/25/2017 16:00:00,10.98
5/26/2017 16:00:00,11
5/30/2017 16:00:00,11.12
5/31/2017 16:00:00,11.19
6/1/2017 16:00:00,10.93
6/2/2017 16:00:00,10.9
6/5/2017 16:00:00,11.24
6/6/2017 16:00:00,12.03
6/7/2017 16:00:00,12.38
6/8/2017 16:00:00,12.9
6/9/2017 16:00:00,12.28
6/12/2017 16:00:00,12.09
6/13/2017 16:00:00,11.96
6/14/2017 16:00:00,11.77
6/15/2017 16:00:00,11.5
6/16/2017 16:00:00,11.44
6/19/2017 16:00:00,11.93
6/20/2017 16:00:00,12.64
6/21/2017 16:00:00,13.98
6/22/2017 16:00:00,14.38
6/23/2017 16:00:00,14.17
6/26/2017 16:00:00,14.08
6/27/2017 16:00:00,13.4
6/28/2017 16:00:00,13.23
6/29/2017 16:00:00,12.6
6/30/2017 16:00:00,12.48
7/3/2017 16:00:00,12.15
7/5/2017 16:00:00,13.19
7/6/2017 16:00:00,13.02
7/7/2017 16:00:00,13.36
7/10/2017 16:00:00,13.81
7/11/2017 16:00:00,13.89
7/12/2017 16:00:00,14.29
7/13/2017 16:00:00,13.53
7/14/2017 16:00:00,13.92
7/17/2017 16:00:00,13.8
